final_prism_id,event_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,curvature,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi,soil_type,distance_to_river_m,distance_to_road_m,landslide,monsoon_phase,severity_class,is_fatal,reliability_score,source,prism_record_id,record_type,landslide_id,location_id,district,source_state_code,source_district_code,location,locality_nh_sh,toposheet_no,coordinate_quality_flag,history,material_type,type_of_movement,rate_of_movement,activity,distribution,style,failure_mechanism,scar_length_m,scar_length_m_raw,length_m,length_m_raw,width_m,width_m_raw,height_m,height_m_raw,runout_distance_m,runout_distance_m_raw,depth_m,depth_m_raw,volume_m3,volume_m3_raw,landslide_area_m2,landslide_area_m2_raw,geomorphology,geology,structure_data,land_use_land_cover,hydrological_condition,rainfall_mm,triggering_factor,geo_scientific_causes,remedial_measures,fatalities,fatalities_raw,people_affected,people_affected_raw,livestock_loss,livestock_loss_raw,damage_communication,damage_infrastructure,agriculture_forest_barren,geomorphological_process,geomorphological_form,weathering,rock_characteristic,overburden_type,overburden_thickness_m,land_use_type,erosion,slope_susceptibility_assessment,qualitative_risk_assessment,landslide_label,spatial_scale,source_page,northeast_region,dataset_origin,record_provenance,synthetic_record,data_role,source_dataset,observed_status,label_fill_source,environmental_data_status,external_enrichment_policy
PRISM_FINAL_002805,3001902.0,Mizoram,22.9908352941966,93.18855003221684,244.85748784676684,21.34158667577219,154.3031081242868,0.1288567928983693,99.01145490004228,257.5951653859181,460.2804355907668,Shrubland,0.477160595409458,Laterite,257.28539735359413,1779.8266302826828,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002806,3000417.0,Sikkim,27.37259510206256,88.76201333827694,357.5166044333829,12.03191789167854,271.15305492760905,-0.1109067980357112,15.194200307037264,50.15918838973842,91.43197091573045,Dense Forest,0.5691239282083247,Clay Loam,963.846723988012,388.7683224761031,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002807,3000419.0,Assam,26.078834847655983,93.69649954611086,193.7977800975799,25.80039139983424,77.24112573978773,-0.6066200944062404,29.96394625494968,83.60610199071779,145.74876582466823,Built-up,0.3793386424884564,Silty Clay,994.4723368486804,441.8944315504148,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002808,3000208.0,Manipur,25.390012804458603,93.78384238124872,687.3692965311607,18.91497519899442,21.670298007989885,-0.8344063169790548,29.29910108688943,67.03291621549648,131.76487398531626,Dense Forest,0.6818708303173331,Laterite,936.104466401893,1203.4201763057383,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002809,3001318.0,Mizoram,23.22642528824017,93.02674924945056,1165.4915225539935,19.33050601194747,335.4527633090885,-0.2280713129978103,22.703879742011694,60.06652956020366,113.05759798920504,Shrubland,0.4085396761473611,Loam,670.0844071031507,239.22821795259165,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002810,3000698.0,Sikkim,27.36881557134405,88.83621651280622,524.4407757436765,9.981422357036934,43.43758421050229,0.2797190586023848,10.59615505755236,27.737915478835863,49.71533561044882,Barren/Degraded,0.6671790456621025,Clay Loam,1718.3526426638928,1787.2550423834948,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002812,3002890.0,Assam,25.163136261953824,90.62123421993029,2972.9426299015417,12.470053866199583,160.94696795797066,0.8885057215656241,24.886879647828927,71.46965161880244,140.34396652153086,Built-up,0.403974139336945,Laterite,314.47119575019366,639.3315432427469,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002813,3002878.0,Manipur,24.3206049451409,93.69281545921808,1285.173756789427,21.316138724922503,76.65183403416366,0.3986818303517767,37.14446002493363,107.89491080924228,181.9595602107404,Cropland,0.5174414556049735,Clay Loam,516.5145761862384,213.423930724196,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002814,3003337.0,Tripura,23.00552775142585,91.65192505359644,40.0,5.0983892184670605,311.7798436502398,1.0296824328786658,77.12945942307967,204.7492919643154,387.2210457686339,Open Forest,0.743448505077253,Rocky/Skeletal,1019.612309405357,220.1843245850737,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002815,3001399.0,Assam,24.172755190011063,91.95054705737324,806.7118609967615,16.853154314622543,236.2636502707145,0.010423212640313,54.06708597487205,148.6598691961056,282.4783636762208,Barren/Degraded,0.7560228409367226,Clay Loam,498.1527239792364,276.7022127056999,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002816,3002527.0,Assam,24.75286217768396,92.99721159557023,830.1860470344624,6.247086118815798,85.82290662924021,-0.0579784248928526,4.017010319368764,20.57893436866046,34.4032043677901,Dense Forest,0.457235186482522,Laterite,977.1832300047828,271.2072242197273,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002818,3001611.0,Manipur,24.691594977908984,94.60577593378602,1211.4489220513408,32.90440530560682,191.63605430312063,-1.1153328860213352,17.516723306586645,38.03184398142546,78.86769268069193,Dense Forest,0.4002674940058578,Silty Clay,760.2093378835001,642.5532903342821,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002819,3001485.0,Sikkim,27.60073619926326,88.63834451480554,2161.473671097589,23.73577852892386,123.80098451373726,0.1219444028043238,20.237254912657527,68.43674823951834,115.44996974503331,Cropland,0.528265540155434,Clay Loam,321.99724681806816,76.45646579957331,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002820,3002859.0,Assam,25.241756187333728,92.89157922298104,1624.8729824421937,22.25330943976884,25.548828370983152,-0.3640688724266916,38.68125484861963,128.15604396703196,251.04294007716075,Built-up,0.4561578064874802,Silty Clay,489.6276669311575,964.4962807742188,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002821,3000823.0,Manipur,25.540738483567942,94.39922279705108,600.1709598644829,14.93820057322454,107.99035238100367,0.735825870788172,16.435285806595694,43.45566500658192,65.97808091670841,Dense Forest,0.9207355853161824,Loam,1051.8803025996197,918.7130766275646,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002822,3003600.0,Mizoram,22.784923750276512,92.49181666655652,733.075970015455,8.409607541710052,350.00970594743177,0.3702670450483479,10.992791291688915,44.46322638684168,96.05379618868515,Cropland,0.5998040062822423,Laterite,523.8436841982768,140.87282685110264,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002823,3000194.0,Assam,24.91054829722635,92.91033852122013,974.4797623851314,20.627671907842352,328.4239739067339,0.3103519924360096,17.66199229691817,57.76566738534626,118.14504336621002,Open Forest,0.2777028159420925,Rocky/Skeletal,425.2001394277247,345.03984329056533,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002824,3001780.0,Manipur,24.19102634939632,94.5941287922986,867.6786516438627,16.27471962176632,162.40153073467778,0.2197470268463855,27.66884710363782,80.48689212148138,168.16833109436266,Dense Forest,0.622073583998824,Sandy Loam,1628.3588738768506,395.7336421189977,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002825,3002764.0,Assam,26.542284125118087,94.26653912779936,1575.6363383614744,16.57606962310197,339.843970735534,-0.1547730185164024,15.270384256745576,58.90161313347376,114.19747409320064,Open Forest,0.5213912056759686,Loam,1139.0786657470803,162.99916799797376,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002826,3002899.0,Manipur,25.19591405065794,94.23643720803064,40.0,6.036544716416003,144.95497388484355,-0.0486504830713821,18.56611041548031,66.92957604804121,134.45395045105127,Dense Forest,0.2397786788017606,Rocky/Skeletal,638.4998314804186,360.61724369043134,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002827,3003153.0,Manipur,24.41241914816337,94.36892119878549,40.0,15.587027823049183,126.22501114352436,0.1211251238204638,17.27973453803172,48.86256137209181,91.0440051138369,Open Forest,0.6457132032710143,Clay Loam,2047.0174533702009,348.7426155450158,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002828,3003291.0,Mizoram,22.44512773742504,92.75375346149232,1411.2369239624556,38.12277331395649,148.03243023985047,-1.015259205642802,35.752405873943765,84.75845029517109,169.97545433512235,Dense Forest,0.4578284021258253,Sandy Loam,853.4858594411422,232.8023332371841,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002830,3001853.0,Sikkim,27.819453030429976,88.77328011053125,40.0,9.263142843853378,266.2866957392431,0.0550687020547927,5.781702854004278,21.040474095850303,42.29451793224705,Dense Forest,0.1154274159097506,Loam,113.86017877589197,287.87669733323565,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002832,3000632.0,Assam,25.261006167661648,94.1231203105526,2075.076428842657,14.650934193085476,358.1833202381955,0.2721293341776879,10.855804795521792,23.90488069074488,45.38161273220272,Dense Forest,0.5699356076152198,Sandy Loam,648.9244296273517,791.4134561519908,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002833,3002304.0,Assam,26.025421032457484,90.81461447712996,574.3851171793842,24.43573737649345,179.18610588143653,0.336751917532373,56.261592242893336,133.24635669753934,234.53122304111216,Dense Forest,0.7470939592380819,Sandy Loam,196.0237667124597,178.3398479129294,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002835,3000401.0,Mizoram,23.60266354036456,93.385953392489,793.595586003247,24.30208187286096,178.5554395237445,0.2027360723082094,18.07664585662156,40.331225314445135,114.26816524538484,Open Forest,0.3611733889529789,Rocky/Skeletal,1006.9618912840627,593.6286260551574,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002836,3000519.0,Manipur,23.91412085489923,94.04136109508308,781.6626248405798,21.27432779860851,1.4764534925949135,-0.2032990958164295,12.248363204369424,42.39268865058559,70.60243270110233,Dense Forest,0.6542808559624875,Rocky/Skeletal,413.8945849802774,158.49599717442584,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002837,3003106.0,Sikkim,27.03541160521792,88.29758058426474,909.986176151944,11.532401807768853,53.71226817352711,-0.1027662873213688,71.52754144715199,207.70583964727348,412.9242254115233,Shrubland,0.2986134074309559,Clay Loam,1617.2964249226047,1378.4797207020524,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002838,3001533.0,Manipur,24.783826150312496,94.33147295192175,518.10865755967,14.37626299291509,78.43509702763463,0.0945046597422994,45.34723954161202,121.96774321958328,210.6881447214698,Dense Forest,0.3252929783385513,Sandy Loam,265.49242558927006,242.83706500396883,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002839,3000899.0,Assam,27.313032609582272,94.252114574897,724.0181362317998,0.5,120.73090942398984,0.2611671343977714,23.2806285757988,69.62691176895186,136.3293919692958,Barren/Degraded,0.8892508802757333,Laterite,223.63317685250408,551.9494541236464,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002840,3002548.0,Tripura,24.503701417679306,92.23128149517706,40.0,14.70751564125518,291.03457953089617,-0.8585429463672297,31.62568658010637,89.73635548224202,185.8605983777032,Dense Forest,0.641588096177829,Rocky/Skeletal,757.5260673878475,347.5976583326043,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002841,3000546.0,Sikkim,27.542838806468367,88.74857498997108,269.78381505876007,12.902806722936406,51.93072461029996,-0.9412816684778924,28.005041419414056,74.88009051354632,126.58656174946812,Dense Forest,0.5337276376604636,Loam,406.2182755243435,673.3121732035473,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002842,3002766.0,Assam,26.07824267107761,91.7077063356417,231.2076979902672,25.016804970031792,330.5056719382977,0.3655942285874719,22.624267177292865,52.07580674553012,118.43268430430624,Open Forest,0.3385671749497138,Rocky/Skeletal,901.8572158062876,751.1867823543155,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002843,3002434.0,Assam,26.25225679674561,92.17441135088156,1173.2658001969553,15.551316645090258,206.10175997758355,-0.2726748434715585,17.757380626964782,56.915322609746525,134.92952180403825,Cropland,0.665649234420805,Sandy Loam,497.7456359842752,800.9810433854948,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002844,3001614.0,Assam,26.652133985184964,94.13420147504466,1630.2170885884975,0.5,290.76703118813685,-0.5471286874687599,15.48044499820552,32.53145034410367,25.23731749868136,Built-up,0.95,Rocky/Skeletal,503.84314593843226,467.6228432822752,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002845,3001052.0,Assam,24.306848639068463,90.24465578195236,313.5355142494989,19.772786120201683,230.90148730657515,-0.120469202692282,12.241867850258329,44.772674213015655,66.35657078327385,Open Forest,0.6611127297994863,Rocky/Skeletal,145.23955805361422,1606.8128080699175,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002846,3001694.0,Assam,26.992409441830965,93.47695674513832,2965.8587052664816,20.16841039912165,277.5643466621003,0.878089368580382,22.89924464964108,65.82025713100387,118.3075543473049,Built-up,0.4179196797952448,Loam,1264.4601680890214,392.96372613598817,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002847,3003368.0,Mizoram,23.76776756709193,92.40112014045071,129.0962343685202,15.272668595901584,350.78517260280387,-0.0254652574969166,35.29942832428183,95.53586069803951,187.06071652749145,Cropland,0.6643275628984073,Clay Loam,373.4762811544154,176.36986705938975,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002848,3003145.0,Assam,24.95106248101792,93.87518082699376,40.0,9.302787880560995,146.2011454100257,0.6688134289277596,44.33682878749638,132.22234238781232,248.13420674992528,Cropland,0.7711656149924746,Loam,202.731154343808,487.30667079134514,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
